Date,Team,Acquired,Relinquished,Notes,Injury,DL_length,Injury_Type
2011-06-07, Athletics, , • Mark Ellis, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-06-07, Rockies, , • Dexter Fowler, placed on 15 day DL with strained lower left abdominal,1,15, strained lower left abdominal
2011-06-08, Red Sox, , • Bobby Jenks, placed on 15 day DL with tightness in back,1,15, tightness in back
2011-06-08, White Sox, , • Jake Peavy, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-06-08, Yankees, , • Joba Chamberlain, placed on 15 day DL with surgery on elbow (out for season),1,15, surgery on elbow (out for season)
2011-06-09, Padres, , • Luke Gregerson, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-06-09, Pirates, , • Chris Snyder, placed on 15 day DL with tightness in lower back,1,15, tightness in lower back
2011-06-10, Braves, , • Martin Prado, placed on 15 day DL with staph infection in right knee,1,15, staph infection in right knee
2011-06-10, Nationals, , • Cole Kimball, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-06-10, Pirates, , • Evan Meek, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2011-06-11, Giants, , • Freddy Sanchez, placed on 15 day DL with dislocated right shoulder,1,15, dislocated right shoulder
2011-06-12, Cardinals, , • Allen Craig, placed on 15 day DL with bruised right knee,1,15, bruised right knee
2011-06-12, Rangers, , • Mike Napoli, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2011-06-12, Yankees, , • Bartolo Colon, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-06-12, Yankees, , Amauri Sanit, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2011-06-13, Angels, , • Fernando Rodney, placed on 15 day DL with strained upper back,1,15, strained upper back
2011-06-13, Cubs, , • Kerry Wood, placed on 15 day DL with blister on right index finger,1,15, blister on right index finger
2011-06-13, Padres, , • Aaron Harang, placed on 15 day DL with bruised right foot,1,15, bruised right foot
2011-06-14, Marlins, , • Scott Cousins, placed on 15 day DL with strained lower back,1,15, strained lower back
2011-06-14, Twins, , • Justin Morneau, placed on 15 day DL with strained left wrist,1,15, strained left wrist
2011-06-14, Yankees, , • Derek Jeter, placed on 15 day DL with strained right calf,1,15, strained right calf
2011-06-15, Astros, , • Brandon Lyon, placed on 15 day DL with right biceps tendinitis,1,15, right biceps tendinitis
2011-06-15, Cubs, , • Darwin Barney, placed on 15 day DL with sprained left knee,1,15, sprained left knee
2011-06-15, Orioles, , • Alfredo Simon, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-06-16, Blue Jays, , • Casey Janssen, placed on 15 day DL with sore/strained right forearm,1,15, sore/strained right forearm
2011-06-16, Cardinals, , • Eduardo Sanchez, placed on 15 day DL with strained right mid shoulder,1,15, strained right mid shoulder
2011-06-17, Braves, , • Tommy Hanson, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2011-06-17, Red Sox, , • Jed Lowrie, placed on 15 day DL with sore left shoulder (MLB) / right shoulder injury (CBS),1,15, sore left shoulder (MLB) / right shoulder injury (CBS)
2011-06-17, Rockies, , • Jose Morales (b), placed on 60 day DL with fractured right thumb,1,60, fractured right thumb
2011-06-18, Indians, , • Matt LaPorta, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2011-06-18, Red Sox, , • Carl Crawford, placed on 15 day DL with left hand injury / strained left hamstring (CBS MLB),1,15, left hand injury / strained left hamstring (CBS MLB)
2011-06-19, Dodgers, , • Rod Barajas, placed on 15 day DL wtih sprained right ankle,1,15,unknown
2011-06-19, Nationals, , • Rick Ankiel, placed on 15 day DL with strained left intercostal,1,15, strained left intercostal
2011-06-19, Red Sox, , • Clay Buchholz, placed on 15 day DL with strained lower back,1,15, strained lower back
2011-06-20, Marlins, , • Chris Coghlan, placed on 15 day DL with left knee inflammation,1,15, left knee inflammation
2011-06-21, Cardinals, , • Albert Pujols, placed on 15 day DL with fractured left forearm,1,15, fractured left forearm
2011-06-21, Padres, , • Brad Hawpe, placed on 15 day DL with strained right middle finger,1,15, strained right middle finger
2011-06-22, Yankees, , • Jeffrey Marquez / Jeff Marquez, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-06-23, Athletics, , • Josh Willingham, placed on 15 day DL with Achilles tendon injury,1,15, Achilles tendon injury
2011-06-23, Phillies, , • Jose Contreras, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2011-06-24, Phillies, , • Roy Oswalt, placed on 15 day DL with lower back inflammation,1,15, lower back inflammation
2011-06-25, Giants, , • Jonathan Sanchez, placed on 15 day DL with left biceps tendinitis,1,15, left biceps tendinitis
2011-06-25, Indians, , • Shin-Soo Choo, placed on 15 day DL with surgery on left thumb,1,15, surgery on left thumb
2011-06-25, Twins, , • Delmon Young, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2011-06-26, White Sox, , • John Danks, placed on 15 day DL with strained right oblique,1,15, strained right oblique
2011-06-28, Athletics, , • Grant Balfour, placed on 15 day DL with strained right oblique,1,15, strained right oblique
2011-06-28, Phillies, , • Ryan Madson, placed on 15 day DL with bruised right hand,1,15, bruised right hand
2011-06-28, Pirates, , • Jose Tabata, placed on 15 day DL with strained left quadricep / buised right hand (MLB),1,15, strained left quadricep / buised right hand (MLB)
2011-06-29, Astros, , • Jason Bourgeois, placed on 15 day (CBC MLB SN) / 60 day (CBS) DL with strained right quadricep,1,15, strained right quadricep
2011-06-29, Mariners, , • Chris Gimenez, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-06-29, Mariners, , • Erik Bedard, placed on 15 day DL with sprained left knee,1,15, sprained left knee
2011-06-30, Tigers, , • Al Alburquerque, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2011-07-01, Cubs, , • Carlos Zambrano, placed on 15 day DL with tightness in lower back,1,15, tightness in lower back
2011-07-01, Diamondbacks, , • J.J. Putz, placed on 15 day DL with right elbow tendinitis,1,15, right elbow tendinitis
2011-07-01, Nationals, , • Jerry Hairston Jr., placed on 15 day DL with fractured right wrist,1,15, fractured right wrist
2011-07-02, Marlins, , • Ryan Webb, placed on 15 day DL with right shoulder inflammation/soreness,1,15, right shoulder inflammation/soreness
2011-07-02, Pirates, , • Ronny Cedeno, placed on 7 day DL with concussion,1,7, concussion
2011-07-03, Dodgers, , • Casey Blake, placed on 15 day DL with cervical strain / arthritic neck,1,15, cervical strain / arthritic neck
2011-07-03, Indians, , • Fausto Carmona, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2011-07-05, Astros, , • Fernando Abad, placed on 15 day DL with left shoulder tendinitis,1,15, left shoulder tendinitis
2011-07-05, Cardinals, , • Brian Tallet, placed on 15 day DL with strained right intercostal,1,15, strained right intercostal
2011-07-05, Cubs, , • Marcos Mateo, placed on 15 day DL with sore right elbow,1,15, sore right elbow
2011-07-05, Orioles, , • Luke Scott, placed on 15 day DL with bruised right knee (CBC MLB) / strained right shoulder (CBS),1,15, bruised right knee (CBC MLB) / strained right shoulder (CBS)
2011-07-05, Padres, , • Clayton Richard, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2011-07-06, Mets, , • Jose Reyes (Bernabe), placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-07-06, Red Sox, , • Jon Lester, placed on 15 day DL with strained lower left lat muscle in back,1,15, strained lower left lat muscle in back
2011-07-07, Rangers, , • Andres Blanco, placed on 15 day DL with stress reaction in lower back,1,15, stress reaction in lower back
2011-07-07, Rays, , • Wade Davis, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2011-07-07, Twins, , • Ivan Rodriguez (b), placed on 15 day DL with strained right oblique muscle,1,15, strained right oblique muscle
2011-07-07, Padres, , • Nick Hundley, placed on 15 day DL with strained/sore right elbow,1,15, strained/sore right elbow
2011-07-08, Giants, , • Bill Hall, placed on 15 day DL with left leg laceration,1,15, left leg laceration
2011-07-08, Phillies, , • Shane Victorino, placed on 15 day DL with sprained ligament in right thumb,1,15, sprained ligament in right thumb
2011-07-08, Rockies, , • Charlie Blackmon, placed on 15 day DL with fractured left foot,1,15, fractured left foot
2011-07-09, Braves, , • Chipper Jones, placed on 15 day DL with torn meniscus in right knee,1,15, torn meniscus in right knee
2011-07-09, Padres, , • Aaron Harang, placed on 15 day DL,1,15,unknown
2011-07-10, White Sox, , • Ramon Castro (Abraham), placed on 15 day DL with fractured right hand and index finger (out for season),1,15, fractured right hand and index finger (out for season)
2011-07-13, Indians, , • Mitch Talbot, placed on 15 day DL with strained lower back,1,15, strained lower back
2011-07-14, Rays, , • John Jaso, placed on 15 day DL with strained right oblique muscle,1,15, strained right oblique muscle
2011-07-14, Yankees, , • Alex Rodriguez (Enmanuel), placed on 15 day DL with surgery on right knee to repair torn meniscus,1,15, surgery on right knee to repair torn meniscus
2011-07-15, Angels, , • Peter Bourjos, placed on 15 day DL with tight right hamstring,1,15, tight right hamstring
2011-07-15, Giants, , • Pat Burrell, placed on 15 day DL with bone spur in right foot,1,15, bone spur in right foot
2011-07-15, Phillies, , • Placido Polanco, placed on 15 day DL with lower back inflammation,1,15, lower back inflammation
2011-07-15, Reds, , • Jose Arredondo, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2011-07-16, Orioles, , • Vladimir Guerrero Sr., placed on 15 day DL with right hand injury,1,15, right hand injury
2011-07-16, Red Sox, , • Bobby Jenks, placed on 15 day DL with left back tightness,1,15, left back tightness
2011-07-17, Orioles, , • Alfredo Simon, placed on restricted list,1,0,unknown
2011-07-17, Twins, , • Scott Baker, placed on 15 day DL with strained right elbow,1,15, strained right elbow
2011-07-18, Indians, , • Grady Sizemore, placed on 15 day DL with bruised right knee,1,15, bruised right knee
2011-07-18, Rays, , • Jose Lobaton, placed on 15 day DL with sprained ligament in left knee,1,15, sprained ligament in left knee
2011-07-18, Rays, , • Juan Cruz, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-07-18, Yankees, , • Ramiro Pena, placed on 15 day DL with appendicitis,1,15, appendicitis
2011-07-19, Giants, , • Miguel Tejada, placed on 15 day DL with strained lower abdominal,1,15, strained lower abdominal
2011-07-19, Yankees, , • Sergio Mitre, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2011-07-21, Brewers, , • Carlos Gomez (Argelis), placed on 15 day DL with fractured left clavicle,1,15, fractured left clavicle
2011-07-21, Diamondbacks, , • Stephen Drew, placed on 15 day DL with fractured right ankle (out for season),1,15, fractured right ankle (out for season)
2011-07-22, Reds, , • Scott Rolen, placed on 15 day DL with strained left shoulder (out for season),1,15, strained left shoulder (out for season)
2011-07-22, Rockies, , • Carlos Gonzalez (a), placed on 15 day DL with strained right wrist,1,15, strained right wrist
2011-07-23, Orioles, , • Luke Scott, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2011-07-23, Rangers, , • Adrian Beltre, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-07-24, Red Sox, , • J.D. Drew, placed on 15 day DL with left shoulder impingement,1,15, left shoulder impingement
2011-07-24, Reds, , • Zack Cozart, placed on 15 day DL with hyperextended left elbow,1,15, hyperextended left elbow
2011-07-25, Pirates, , • Alex Presley, placed on 15 day DL with bruised left thumb,1,15, bruised left thumb
2011-07-25, Tigers, , • Brad Thomas, placed on (MLB SN) / transferred to (CBC CBS E) 60 day DL with left elbow inflammation,1,60, left elbow inflammation
2011-07-26, Braves, , • Brian McCann, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-07-26, Diamondbacks, , • Geoff Blum, placed on 15 day DL with fractured right pinkie finger,1,15, fractured right pinkie finger
2011-07-26, Rockies, , • Jason Giambi, placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2011-07-27, Braves, , • Jordan Schafer, placed on 15 day DL with chip fracture of left middle finger,1,15, chip fracture of left middle finger
2011-07-27, Pirates, , • Chase d'Arnaud, placed on 15 day DL with fractured right pinkie finger,1,15, fractured right pinkie finger
2011-07-28, Brewers, , • Rickie Weeks Jr., placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2011-07-28, Rangers, , • Craig Gentry, placed on 7 day DL with concussion,1,7, concussion
